"Id","FIPS","Geography","Year","Variable","Value"
"0400000US09","09","Connecticut","2013-2017","Income","73781"
"0400000US09","09","Connecticut","2013-2017","MoE","450"
"0600000US0900104720","0900104720","Bethel town","2013-2017","Income","97289"
"0600000US0900104720","0900104720","Bethel town","2013-2017","MoE","8779"
"0600000US0900108070","0900108070","Bridgeport town","2013-2017","Income","44841"
"0600000US0900108070","0900108070","Bridgeport town","2013-2017","MoE","1451"
"0600000US0900108980","0900108980","Brookfield town","2013-2017","Income","113009"
"0600000US0900108980","0900108980","Brookfield town","2013-2017","MoE","9162"
"0600000US0900118500","0900118500","Danbury town","2013-2017","Income","68068"
"0600000US0900118500","0900118500","Danbury town","2013-2017","MoE","4517"
"0600000US0900118850","0900118850","Darien town","2013-2017","Income","208848"
"0600000US0900118850","0900118850","Darien town","2013-2017","MoE","19433"
"0600000US0900123890","0900123890","Easton town","2013-2017","Income","136786"
"0600000US0900123890","0900123890","Easton town","2013-2017","MoE","21119"
"0600000US0900126620","0900126620","Fairfield town","2013-2017","Income","127746"
"0600000US0900126620","0900126620","Fairfield town","2013-2017","MoE","7055"
"0600000US0900133620","0900133620","Greenwich town","2013-2017","Income","138180"
"0600000US0900133620","0900133620","Greenwich town","2013-2017","MoE","6882"
"0600000US0900148620","0900148620","Monroe town","2013-2017","Income","109631"
"0600000US0900148620","0900148620","Monroe town","2013-2017","MoE","9263"
"0600000US0900150580","0900150580","New Canaan town","2013-2017","Income","174677"
"0600000US0900150580","0900150580","New Canaan town","2013-2017","MoE","16049"
"0600000US0900150860","0900150860","New Fairfield town","2013-2017","Income","104402"
"0600000US0900150860","0900150860","New Fairfield town","2013-2017","MoE","3934"
"0600000US0900152980","0900152980","Newtown town","2013-2017","Income","115137"
"0600000US0900152980","0900152980","Newtown town","2013-2017","MoE","7367"
"0600000US0900156060","0900156060","Norwalk town","2013-2017","Income","81546"
"0600000US0900156060","0900156060","Norwalk town","2013-2017","MoE","3262"
"0600000US0900163480","0900163480","Redding town","2013-2017","Income","129763"
"0600000US0900163480","0900163480","Redding town","2013-2017","MoE","10273"
"0600000US0900163970","0900163970","Ridgefield town","2013-2017","Income","151399"
"0600000US0900163970","0900163970","Ridgefield town","2013-2017","MoE","13410"
"0600000US0900168170","0900168170","Shelton town","2013-2017","Income","89250"
"0600000US0900168170","0900168170","Shelton town","2013-2017","MoE","3193"
"0600000US0900168310","0900168310","Sherman town","2013-2017","Income","113636"
"0600000US0900168310","0900168310","Sherman town","2013-2017","MoE","10761"
"0600000US0900173070","0900173070","Stamford town","2013-2017","Income","84893"
"0600000US0900173070","0900173070","Stamford town","2013-2017","MoE","3495"
"0600000US0900174190","0900174190","Stratford town","2013-2017","Income","72757"
"0600000US0900174190","0900174190","Stratford town","2013-2017","MoE","4005"
"0600000US0900177200","0900177200","Trumbull town","2013-2017","Income","115346"
"0600000US0900177200","0900177200","Trumbull town","2013-2017","MoE","3812"
"0600000US0900183430","0900183430","Weston town","2013-2017","Income","219868"
"0600000US0900183430","0900183430","Weston town","2013-2017","MoE","24534"
"0600000US0900183500","0900183500","Westport town","2013-2017","Income","181360"
"0600000US0900183500","0900183500","Westport town","2013-2017","MoE","23380"
"0600000US0900186370","0900186370","Wilton town","2013-2017","Income","180313"
"0600000US0900186370","0900186370","Wilton town","2013-2017","MoE","21960"
"0600000US0900302060","0900302060","Avon town","2013-2017","Income","125536"
"0600000US0900302060","0900302060","Avon town","2013-2017","MoE","7099"
"0600000US0900304300","0900304300","Berlin town","2013-2017","Income","93328"
"0600000US0900304300","0900304300","Berlin town","2013-2017","MoE","8009"
"0600000US0900305910","0900305910","Bloomfield town","2013-2017","Income","73593"
"0600000US0900305910","0900305910","Bloomfield town","2013-2017","MoE","2852"
"0600000US0900308490","0900308490","Bristol town","2013-2017","Income","64586"
"0600000US0900308490","0900308490","Bristol town","2013-2017","MoE","3272"
"0600000US0900310100","0900310100","Burlington town","2013-2017","Income","121635"
"0600000US0900310100","0900310100","Burlington town","2013-2017","MoE","8285"
"0600000US0900312270","0900312270","Canton town","2013-2017","Income","90594"
"0600000US0900312270","0900312270","Canton town","2013-2017","MoE","6895"
"0600000US0900322070","0900322070","East Granby town","2013-2017","Income","93385"
"0600000US0900322070","0900322070","East Granby town","2013-2017","MoE","19712"
"0600000US0900322630","0900322630","East Hartford town","2013-2017","Income","52049"
"0600000US0900322630","0900322630","East Hartford town","2013-2017","MoE","2108"
"0600000US0900324800","0900324800","East Windsor town","2013-2017","Income","75056"
"0600000US0900324800","0900324800","East Windsor town","2013-2017","MoE","6723"
"0600000US0900325990","0900325990","Enfield town","2013-2017","Income","73494"
"0600000US0900325990","0900325990","Enfield town","2013-2017","MoE","2578"
"0600000US0900327600","0900327600","Farmington town","2013-2017","Income","94785"
"0600000US0900327600","0900327600","Farmington town","2013-2017","MoE","5886"
"0600000US0900331240","0900331240","Glastonbury town","2013-2017","Income","111645"
"0600000US0900331240","0900331240","Glastonbury town","2013-2017","MoE","5624"
"0600000US0900332640","0900332640","Granby town","2013-2017","Income","111220"
"0600000US0900332640","0900332640","Granby town","2013-2017","MoE","14961"
"0600000US0900337070","0900337070","Hartford town","2013-2017","Income","33841"
"0600000US0900337070","0900337070","Hartford town","2013-2017","MoE","1583"
"0600000US0900337140","0900337140","Hartland town","2013-2017","Income","94569"
"0600000US0900337140","0900337140","Hartland town","2013-2017","MoE","5703"
"0600000US0900344700","0900344700","Manchester town","2013-2017","Income","67325"
"0600000US0900344700","0900344700","Manchester town","2013-2017","MoE","3124"
"0600000US0900345820","0900345820","Marlborough town","2013-2017","Income","110250"
"0600000US0900345820","0900345820","Marlborough town","2013-2017","MoE","16106"
"0600000US0900350440","0900350440","New Britain town","2013-2017","Income","43611"
"0600000US0900350440","0900350440","New Britain town","2013-2017","MoE","2348"
"0600000US0900352140","0900352140","Newington town","2013-2017","Income","79181"
"0600000US0900352140","0900352140","Newington town","2013-2017","MoE","3688"
"0600000US0900360120","0900360120","Plainville town","2013-2017","Income","62459"
"0600000US0900360120","0900360120","Plainville town","2013-2017","MoE","6373"
"0600000US0900365370","0900365370","Rocky Hill town","2013-2017","Income","79421"
"0600000US0900365370","0900365370","Rocky Hill town","2013-2017","MoE","7885"
"0600000US0900368940","0900368940","Simsbury town","2013-2017","Income","116444"
"0600000US0900368940","0900368940","Simsbury town","2013-2017","MoE","7194"
"0600000US0900370550","0900370550","Southington town","2013-2017","Income","90796"
"0600000US0900370550","0900370550","Southington town","2013-2017","MoE","4014"
"0600000US0900371390","0900371390","South Windsor town","2013-2017","Income","105986"
"0600000US0900371390","0900371390","South Windsor town","2013-2017","MoE","6047"
"0600000US0900374540","0900374540","Suffield town","2013-2017","Income","105777"
"0600000US0900374540","0900374540","Suffield town","2013-2017","MoE","6983"
"0600000US0900382590","0900382590","West Hartford town","2013-2017","Income","95298"
"0600000US0900382590","0900382590","West Hartford town","2013-2017","MoE","3452"
"0600000US0900384900","0900384900","Wethersfield town","2013-2017","Income","81452"
"0600000US0900384900","0900384900","Wethersfield town","2013-2017","MoE","3220"
"0600000US0900387000","0900387000","Windsor town","2013-2017","Income","89565"
"0600000US0900387000","0900387000","Windsor town","2013-2017","MoE","6075"
"0600000US0900387070","0900387070","Windsor Locks town","2013-2017","Income","67072"
"0600000US0900387070","0900387070","Windsor Locks town","2013-2017","MoE","4308"
"0600000US0900502760","0900502760","Barkhamsted town","2013-2017","Income","111198"
"0600000US0900502760","0900502760","Barkhamsted town","2013-2017","MoE","11370"
"0600000US0900504930","0900504930","Bethlehem town","2013-2017","Income","91712"
"0600000US0900504930","0900504930","Bethlehem town","2013-2017","MoE","7178"
"0600000US0900508210","0900508210","Bridgewater town","2013-2017","Income","102250"
"0600000US0900508210","0900508210","Bridgewater town","2013-2017","MoE","10451"
"0600000US0900510940","0900510940","Canaan town","2013-2017","Income","77417"
"0600000US0900510940","0900510940","Canaan town","2013-2017","MoE","9943"
"0600000US0900516050","0900516050","Colebrook town","2013-2017","Income","84583"
"0600000US0900516050","0900516050","Colebrook town","2013-2017","MoE","6625"
"0600000US0900517240","0900517240","Cornwall town","2013-2017","Income","76563"
"0600000US0900517240","0900517240","Cornwall town","2013-2017","MoE","8368"
"0600000US0900532290","0900532290","Goshen town","2013-2017","Income","96026"
"0600000US0900532290","0900532290","Goshen town","2013-2017","MoE","11442"
"0600000US0900537280","0900537280","Harwinton town","2013-2017","Income","104205"
"0600000US0900537280","0900537280","Harwinton town","2013-2017","MoE","13896"
"0600000US0900540290","0900540290","Kent town","2013-2017","Income","64464"
"0600000US0900540290","0900540290","Kent town","2013-2017","MoE","18296"
"0600000US0900543370","0900543370","Litchfield town","2013-2017","Income","78375"
"0600000US0900543370","0900543370","Litchfield town","2013-2017","MoE","7657"
"0600000US0900549460","0900549460","Morris town","2013-2017","Income","89107"
"0600000US0900549460","0900549460","Morris town","2013-2017","MoE","15693"
"0600000US0900551350","0900551350","New Hartford town","2013-2017","Income","96291"
